gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,AvgMonthlySpend,NumAddonServices
1,0,0,0,14,0,1,2,1,1,1,1,1,1,0,1,2,21.28,260.47,0,1,18.6,0
1,0,1,1,1,1,0,0,2,0,0,2,0,0,0,1,3,49.11,79.59,0,0,79.59,2
1,0,0,0,10,0,1,0,0,2,0,0,0,0,0,1,2,50.38,496.0,0,0,49.6,1
1,0,1,0,28,1,2,1,2,0,0,2,2,2,0,1,0,86.4,2408.32,0,2,86.01,4
1,1,1,1,72,1,2,0,0,2,2,2,0,0,2,1,3,57.41,4119.23,0,3,57.21,3
0,0,0,0,72,1,2,1,2,2,0,2,0,0,2,0,0,87.86,6336.11,0,3,88.0,3
0,0,0,0,19,1,0,0,2,0,0,2,0,2,2,1,2,51.19,988.61,0,1,52.03,3
0,1,1,1,22,0,1,1,2,2,0,0,0,2,0,0,2,79.55,1740.77,0,1,79.13,3
0,0,0,1,4,1,0,1,0,2,0,0,0,0,2,0,1,78.62,319.95,0,0,79.99,1
0,0,0,0,28,1,2,1,2,0,2,2,2,0,2,0,0,89.22,2553.44,0,2,91.19,4
0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,0,18.0,4.6,1,0,4.6,0
0,0,0,0,8,0,1,2,1,1,1,1,1,1,0,0,0,22.25,170.11,0,0,21.26,0
1,1,0,0,26,0,1,1,0,2,0,2,0,2,0,1,2,79.46,2094.36,0,2,80.55,3
1,0,0,1,8,1,0,1,2,0,2,2,2,2,0,1,1,89.3,682.89,1,0,85.36,5
1,0,1,0,1,1,2,0,2,0,0,0,0,0,2,1,0,48.96,53.86,0,0,53.86,1
1,0,0,0,42,0,1,1,0,0,0,0,2,2,1,0,0,79.31,3282.71,0,2,78.16,2
0,0,1,1,8,1,0,1,2,2,2,0,2,0,1,1,1,86.29,662.73,1,0,82.84,4
0,1,1,0,1,0,1,0,0,2,2,0,0,2,0,0,2,58.68,34.88,0,0,34.88,3
0,0,1,1,1,1,2,0,0,0,2,2,0,2,0,1,0,66.67,49.14,1,0,49.14,3
1,0,1,1,6,1,0,0,2,0,0,0,2,2,0,0,1,59.82,333.98,0,0,55.66,3
0,0,0,1,4,1,2,0,0,2,2,2,2,0,2,0,2,59.25,241.02,0,0,60.26,4
0,0,0,1,35,1,0,1,2,0,0,0,0,0,0,0,2,75.12,2657.2,0,2,75.92,1
0,1,0,0,9,1,0,2,1,1,1,1,1,1,2,1,0,18.0,202.78,1,0,22.53,0
1,0,1,0,39,1,2,1,0,0,0,0,2,2,0,0,2,88.06,3413.75,0,2,87.53,2
0,0,1,0,4,0,1,1,2,2,0,0,2,2,1,0,1,84.07,350.85,1,0,87.71,4
1,0,0,0,16,0,1,1,2,2,2,0,2,0,1,1,2,91.03,1480.65,1,1,92.54,4
1,0,1,0,27,1,0,1,0,2,0,0,0,0,2,1,0,75.81,2049.29,0,2,75.9,1
1,0,0,0,25,1,2,1,0,2,0,2,0,2,0,0,3,81.1,2041.67,0,2,81.67,3
1,1,0,0,22,1,2,1,2,0,2,0,0,0,0,1,2,86.5,1912.2,0,1,86.92,2
0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,0,1,55.29,3437.15,0,3,55.44,0
1,1,0,0,6,1,0,1,0,0,0,0,0,2,2,1,0,71.26,412.83,1,0,68.8,1
1,0,0,0,16,0,1,1,2,0,0,2,0,0,0,1,3,83.56,1297.08,1,1,81.07,2
0,0,1,1,51,1,0,0,0,2,0,2,0,2,0,1,2,55.06,2801.09,0,3,54.92,3
0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,1,0,56.61,41.27,1,0,41.27,1
1,0,1,0,1,1,2,0,0,0,0,2,2,0,0,1,1,61.32,55.76,0,0,55.76,2
0,1,1,0,6,1,0,1,2,2,0,0,2,0,2,0,0,90.05,559.53,0,0,93.26,3
1,0,1,1,24,1,0,1,0,2,0,0,2,0,2,1,0,71.72,1749.99,0,1,72.92,2
1,0,0,0,7,0,1,0,0,0,2,0,0,0,0,0,2,47.29,334.04,0,0,47.72,1
1,0,1,0,5,1,0,0,0,0,2,2,0,0,2,0,1,52.36,238.12,0,0,47.62,2
1,0,1,1,14,1,0,0,0,0,2,0,0,0,1,1,0,47.02,650.49,0,1,46.46,1
0,0,1,0,22,1,2,2,1,1,1,1,1,1,0,1,3,26.64,570.63,0,1,25.94,0
1,0,0,1,6,1,2,0,0,0,0,2,0,0,2,1,3,40.94,248.12,0,0,41.35,1
0,0,0,0,8,1,2,0,0,0,2,2,0,0,1,1,3,56.95,446.26,0,0,55.78,2
0,0,0,0,22,1,2,1,0,0,2,2,0,0,0,1,1,83.72,1859.89,0,1,84.54,2
0,0,0,0,69,0,1,0,0,2,2,2,2,0,1,1,0,61.49,4225.85,0,3,61.24,4
0,0,1,0,26,1,2,1,2,0,0,2,2,0,0,0,1,87.52,2319.19,0,2,89.2,3
1,0,1,0,36,1,2,0,2,0,2,0,2,0,0,1,3,62.21,2210.11,0,2,61.39,3
0,0,0,1,10,1,0,2,1,1,1,1,1,1,1,1,0,18.64,192.51,0,0,19.25,0
1,1,1,1,7,0,1,2,1,1,1,1,1,1,2,0,1,25.43,145.8,0,0,20.83,0
0,0,1,1,14,1,0,1,0,2,0,2,2,0,1,0,2,82.28,1172.88,0,1,83.78,3
0,0,1,1,39,1,2,1,0,2,2,2,0,0,0,0,3,90.45,3528.49,1,2,90.47,3
1,0,0,0,14,1,0,1,2,2,2,0,0,2,2,0,0,90.66,1273.36,0,1,90.95,4
1,0,1,0,45,1,0,2,1,1,1,1,1,1,0,1,1,18.44,811.85,1,2,18.04,0
1,0,0,1,72,1,0,1,0,0,0,0,2,0,0,0,2,73.88,5341.08,0,3,74.18,1
0,0,1,1,1,0,1,0,0,0,0,0,2,2,0,0,2,48.06,60.92,1,0,60.92,2
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,43.19,32.28,1,0,32.28,0
1,0,1,0,3,1,0,0,0,0,0,2,2,2,0,1,2,54.39,162.84,0,0,54.28,3
1,0,1,0,11,1,0,1,0,0,2,2,0,0,1,1,2,81.32,876.71,1,0,79.7,2
1,0,1,0,3,1,0,0,0,0,0,2,0,0,2,1,0,54.5,144.12,0,0,48.04,1
1,1,0,0,49,1,2,1,0,0,2,2,0,2,2,1,1,87.28,4264.41,0,3,87.03,3
0,0,1,1,0,1,0,1,0,0,2,0,0,0,2,0,0,71.43,0.0,0,0,0.0,1
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,18.67,168.06,1,0,18.67,0
1,1,0,1,4,1,0,1,0,0,2,2,0,0,1,1,1,81.38,324.63,0,0,81.16,2
1,0,0,1,64,1,0,1,0,0,0,0,0,0,2,1,0,71.65,4568.3,0,3,71.38,0
1,0,1,1,26,1,0,1,2,0,2,2,0,2,0,0,2,98.19,2568.12,1,2,98.77,4
0,0,1,0,58,1,0,2,1,1,1,1,1,1,2,1,3,23.12,1362.75,0,3,23.5,0
1,1,1,0,72,1,0,0,0,2,0,0,0,0,0,1,0,50.74,3671.55,1,3,50.99,1
0,0,0,1,16,1,0,0,0,2,2,2,0,2,0,0,0,65.52,1062.44,0,1,66.4,4
1,1,0,0,6,0,1,1,2,0,0,0,0,2,0,1,0,78.26,419.51,1,0,69.92,2
1,0,0,0,5,1,2,1,0,0,0,2,0,0,1,1,2,75.0,355.03,0,0,71.01,1
0,0,0,0,6,1,0,1,0,2,2,0,0,0,1,1,1,83.59,471.77,1,0,78.63,2
1,1,1,1,29,1,2,1,0,2,0,0,2,0,0,0,2,76.47,2182.18,1,2,75.25,2
0,0,1,0,0,1,0,0,0,0,0,2,2,2,1,0,0,62.05,22.88,0,0,22.88,3
0,0,0,0,1,1,0,0,0,2,0,0,0,2,2,1,0,54.46,88.36,0,0,88.36,2
1,0,1,1,22,1,0,2,1,1,1,1,1,1,2,1,2,28.59,629.13,0,1,28.6,0
0,0,1,1,24,1,2,0,2,0,0,2,0,2,0,0,2,61.48,1484.95,0,1,61.87,3
0,1,0,1,26,1,0,1,2,0,0,0,0,2,0,0,2,81.64,2115.45,0,2,81.36,2
0,0,1,1,11,0,1,2,1,1,1,1,1,1,1,0,2,18.0,221.39,1,0,20.13,0
0,0,0,0,39,1,0,0,0,2,0,0,0,2,0,0,2,62.32,2436.08,0,2,62.46,2
0,0,0,0,18,1,2,0,0,2,0,0,0,0,0,1,0,52.53,935.11,1,1,51.95,1
0,0,0,0,2,1,2,0,2,0,0,2,2,0,0,0,0,66.82,144.89,1,0,72.44,3
0,0,1,1,38,1,0,1,2,2,0,0,0,2,2,0,0,84.08,3191.41,0,2,83.98,3
0,0,1,0,72,1,0,0,2,0,0,2,0,0,2,0,0,54.99,3963.19,0,3,55.04,2
1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,1,48.15,62.02,1,0,62.02,2
1,1,1,0,11,1,0,0,0,0,0,0,2,2,0,1,1,64.22,781.62,1,0,71.06,2
0,0,1,0,16,0,1,0,2,2,0,0,0,0,1,0,2,56.85,945.32,0,1,59.08,2
1,0,1,1,3,1,2,0,2,0,0,0,0,2,0,0,0,64.28,195.84,0,0,65.28,2
0,1,1,0,48,1,0,0,0,2,0,0,2,2,0,0,2,58.25,2777.21,0,2,57.86,3
0,0,1,0,8,1,0,0,0,0,0,2,0,2,0,1,2,57.36,413.81,0,0,51.73,2
1,0,0,0,36,1,0,1,2,0,0,0,0,0,0,0,0,79.96,2904.24,0,2,80.67,1
0,0,1,0,26,1,2,0,0,2,0,2,2,0,0,0,3,61.65,1625.3,0,2,62.51,3
0,1,1,1,21,0,1,1,2,0,0,0,0,2,1,1,0,78.34,1632.58,0,1,77.74,2
0,0,0,1,5,1,0,1,2,2,2,2,2,0,1,0,3,92.63,461.4,0,0,92.28,5
0,1,0,0,5,1,2,2,1,1,1,1,1,1,0,0,2,18.26,95.46,1,0,19.09,0
1,0,1,0,1,1,0,0,2,0,0,0,0,2,0,1,1,68.35,80.23,0,0,80.23,2
0,0,1,0,6,0,1,0,0,0,2,2,0,2,0,1,2,56.89,374.43,0,0,62.4,3
0,0,0,1,10,1,0,2,1,1,1,1,1,1,1,1,2,18.0,153.94,1,0,15.39,0
0,0,0,0,42,1,2,2,1,1,1,1,1,1,0,1,2,20.19,861.45,0,2,20.51,0
1,0,0,0,10,1,0,0,0,2,0,2,0,0,0,1,1,55.12,555.58,0,0,55.56,2
0,0,0,0,33,1,2,0,2,0,2,2,2,0,1,1,3,63.43,2082.99,0,2,63.12,4
1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,1,3,18.0,250.13,0,1,19.24,0
1,0,0,1,36,1,0,0,0,0,0,0,0,0,0,1,0,43.63,1568.45,0,2,43.57,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,0,1,0,18.0,1294.39,0,3,17.98,0
0,0,0,0,6,1,2,2,1,1,1,1,1,1,2,0,1,28.89,179.62,0,0,29.94,0
1,0,0,0,47,1,0,0,2,2,0,2,0,2,2,1,3,66.23,3103.65,0,2,66.04,4
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,1,20.59,486.66,0,1,21.16,0
1,0,1,0,40,1,0,1,0,0,0,2,0,2,2,1,1,85.26,3402.45,0,2,85.06,2
1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,1,3,33.55,872.55,0,2,34.9,0
0,0,0,1,13,1,2,1,0,0,0,2,0,2,2,1,3,77.99,1018.44,0,1,78.34,2
0,0,0,1,6,1,0,0,0,2,0,0,0,0,0,0,1,51.53,295.78,1,0,49.3,1
1,1,0,0,1,1,2,1,2,0,2,0,2,2,2,0,0,94.01,100.19,0,0,100.19,4
1,0,1,0,18,1,0,0,2,0,0,0,0,2,2,0,0,58.46,1072.07,0,1,59.56,2
1,0,1,0,72,1,2,2,1,1,1,1,1,1,0,1,0,24.52,1733.94,0,3,24.08,0
1,0,0,1,32,1,0,1,2,0,2,2,0,0,2,0,3,89.59,2892.22,0,2,90.38,3
0,0,1,0,9,1,0,0,0,0,2,0,0,0,0,1,2,47.94,438.27,1,0,48.7,1
0,0,0,0,42,1,2,0,0,0,2,0,2,2,0,0,2,65.98,2770.55,1,2,65.97,3
0,0,1,0,35,0,1,2,1,1,1,1,1,1,0,1,3,19.44,666.67,0,2,19.05,0
0,0,0,1,7,0,1,0,0,0,2,2,2,0,2,1,2,61.4,436.74,0,0,62.39,3
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,23.07,0.0,1,0,0.0,0
1,0,0,0,3,1,2,0,0,2,0,0,0,2,1,0,0,51.44,114.54,0,0,38.18,2
0,0,1,0,50,0,1,1,0,0,0,2,2,2,1,1,2,87.17,4344.24,0,3,86.88,3
0,0,0,0,43,0,1,2,1,1,1,1,1,1,0,1,2,23.1,987.85,1,2,22.97,0
0,0,1,1,8,1,0,0,0,2,2,0,0,0,0,1,1,45.53,376.5,1,0,47.06,2
0,1,0,0,8,1,0,0,2,0,2,0,0,0,1,0,0,62.01,491.7,0,0,61.46,2
0,0,1,0,37,1,2,2,1,1,1,1,1,1,2,1,2,18.0,643.1,0,2,17.38,0
1,0,1,0,66,1,0,1,0,0,2,0,0,0,0,0,1,76.37,5027.2,1,3,76.17,1
1,1,1,0,36,1,0,1,2,0,0,2,0,0,0,0,0,87.65,3155.81,1,2,87.66,2
1,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,2,23.27,524.85,0,1,23.86,0
0,0,0,1,6,1,0,1,0,0,0,2,2,0,0,0,3,85.2,527.46,1,0,87.91,2
1,0,1,0,17,1,2,2,1,1,1,1,1,1,0,0,2,25.55,407.11,1,1,23.95,0
1,1,0,1,6,1,2,1,2,2,2,0,2,0,0,1,1,87.54,526.26,1,0,87.71,4
0,0,0,0,39,1,2,1,2,0,0,2,2,2,0,1,3,84.82,3323.45,1,2,85.22,4
0,0,1,1,11,1,0,0,0,2,2,2,0,0,0,0,3,62.08,665.42,1,0,60.49,3
0,0,0,1,43,1,0,2,1,1,1,1,1,1,2,1,1,23.56,1049.08,0,2,24.4,0
1,1,1,0,11,1,0,2,1,1,1,1,1,1,2,1,2,25.52,270.83,0,0,24.62,0
1,0,1,1,41,1,0,0,0,0,0,0,0,2,0,0,2,53.9,2230.3,1,2,54.4,1
0,0,1,0,9,1,2,1,0,2,2,0,0,2,1,1,2,82.54,756.68,1,0,84.08,3
0,1,0,0,13,1,0,1,0,2,0,2,0,2,0,0,2,89.4,1148.44,1,1,88.34,3
1,0,1,0,22,1,0,1,0,2,2,2,2,2,2,0,0,84.49,1859.1,0,1,84.5,5
1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,0,26.36,53.64,0,0,53.64,0
0,0,0,1,71,1,0,0,0,2,2,2,2,0,2,1,2,60.55,4288.31,0,3,60.4,4
0,0,0,0,20,1,2,2,1,1,1,1,1,1,0,1,2,18.0,363.55,0,1,18.18,0
1,1,1,0,17,1,2,0,0,0,0,0,2,2,1,0,2,67.44,1116.37,0,1,65.67,2
0,0,0,0,43,1,0,1,0,2,0,2,0,2,0,1,1,85.29,3674.66,0,2,85.46,3
1,0,0,0,48,1,2,1,0,0,0,0,2,0,0,1,0,73.72,3530.47,1,2,73.55,1
1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,0,0,44.23,762.39,0,1,44.85,1
1,0,0,0,62,1,2,1,0,2,0,2,0,2,1,1,2,87.21,5390.13,0,3,86.94,3
1,1,0,0,1,1,0,2,1,1,1,1,1,1,1,1,3,23.97,30.36,0,0,30.36,0
0,0,1,1,2,1,0,0,2,2,2,0,0,0,0,1,2,58.24,109.48,0,0,54.74,3
0,0,1,1,21,1,0,0,0,0,0,0,0,2,1,1,1,39.26,771.7,0,1,36.75,1
1,0,1,0,10,1,0,1,0,2,0,0,0,0,0,1,0,83.13,833.06,1,0,83.31,1
1,1,1,1,14,1,0,1,2,2,0,0,0,0,0,0,0,78.56,1125.06,0,1,80.36,2
1,0,1,1,9,1,0,2,1,1,1,1,1,1,1,1,0,18.44,144.03,0,0,16.0,0
1,0,1,1,12,1,0,0,0,2,2,0,0,0,0,1,3,54.82,644.95,0,0,53.75,2
1,0,1,0,41,1,0,2,1,1,1,1,1,1,0,1,2,18.0,764.51,0,2,18.65,0
0,0,0,0,21,1,0,1,2,2,0,2,0,2,0,1,2,96.37,2034.9,1,1,96.9,4
0,0,1,0,72,1,2,0,0,2,2,0,2,2,1,0,3,68.63,4934.78,0,3,68.54,4
0,0,0,0,37,1,0,2,1,1,1,1,1,1,0,1,2,22.44,836.2,0,2,22.6,0
0,0,0,0,7,1,0,0,0,2,2,2,0,0,2,0,2,71.56,488.41,0,0,69.77,3
1,0,0,0,7,1,0,1,0,2,0,0,0,2,0,1,3,76.51,585.0,1,0,83.57,2
1,0,0,0,9,1,2,2,1,1,1,1,1,1,1,0,1,26.38,255.16,0,0,28.35,0
1,1,1,0,44,0,1,1,2,0,0,0,0,0,0,1,1,63.88,2844.9,0,2,64.66,1
1,0,1,0,0,1,0,1,2,2,0,2,0,0,0,1,2,88.22,1.84,1,0,1.84,3
1,1,1,0,6,1,0,1,2,2,0,0,2,2,1,1,2,101.29,582.26,0,0,97.04,4
0,0,1,0,56,1,0,0,0,0,2,2,0,0,0,0,0,49.75,2796.07,0,3,49.93,2
1,0,0,0,24,1,2,1,0,2,0,2,0,0,0,1,1,88.22,2142.38,1,1,89.27,2
0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,1,1,18.0,133.94,0,0,22.32,0
0,0,1,0,5,1,0,1,2,0,0,0,0,2,0,0,1,90.39,418.2,1,0,83.64,2
0,0,1,0,47,1,2,2,1,1,1,1,1,1,0,1,0,18.0,850.23,0,2,18.09,0
0,1,1,0,53,1,0,1,2,2,0,2,2,0,1,1,2,86.3,4541.94,0,3,85.7,4
1,0,1,0,7,1,2,1,2,0,2,2,0,2,2,0,2,87.32,599.52,0,0,85.65,4
0,0,0,0,13,1,2,1,0,0,2,2,2,2,0,1,2,90.16,1183.79,1,1,91.06,4
0,0,1,0,43,0,1,0,2,0,2,2,2,0,0,0,0,64.24,2788.95,0,2,64.86,4
0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,1,2,19.74,695.35,0,2,19.87,0
1,0,1,0,40,1,2,2,1,1,1,1,1,1,0,1,0,21.58,840.25,0,2,21.01,0
1,0,1,0,17,1,2,2,1,1,1,1,1,1,2,1,0,21.2,372.39,0,1,21.91,0
1,0,0,0,58,1,2,1,0,2,2,0,0,0,1,0,2,80.03,4624.72,1,3,79.74,2
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,1,18.0,156.15,1,0,17.35,0
0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,3,82.14,330.37,1,0,82.59,2
1,0,0,0,29,1,0,1,2,0,0,0,0,0,2,1,1,76.88,2216.12,0,2,76.42,1
0,0,1,1,18,1,2,2,1,1,1,1,1,1,0,0,1,21.64,402.25,0,1,22.35,0
1,0,1,0,46,1,2,1,0,0,2,2,2,2,0,1,2,89.99,4154.59,1,2,90.32,4
1,0,0,0,2,1,0,1,0,0,2,0,0,0,1,1,3,71.54,163.64,0,0,81.82,1
0,0,0,0,44,1,2,0,0,0,2,0,2,2,1,0,2,60.37,2684.79,0,2,61.02,3
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,0,18.61,146.02,1,0,18.25,0
0,0,1,1,25,1,0,0,2,2,0,2,2,0,2,1,3,54.67,1342.21,0,2,53.69,4
0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,1,1,55.0,0.0,1,0,0.0,1
1,0,1,0,22,1,2,0,2,0,0,0,0,2,1,0,2,56.3,1273.3,0,1,57.88,2
1,0,0,1,30,0,1,1,2,2,2,0,2,0,0,1,0,89.9,2729.31,1,2,90.98,4
1,0,0,0,11,1,0,0,2,2,0,0,2,0,1,1,1,62.62,715.59,0,0,65.05,3
1,0,1,0,5,1,0,1,0,0,2,0,2,2,2,0,0,81.23,394.44,0,0,78.89,3
1,1,0,0,18,0,1,0,0,2,0,0,0,0,0,1,2,56.8,1056.16,1,1,58.68,1
0,1,1,1,42,0,1,1,0,2,2,0,0,0,1,1,0,86.03,3609.87,0,2,85.95,2
1,0,0,0,9,1,0,0,0,0,2,2,0,0,2,0,2,49.19,449.57,0,0,49.95,2
1,0,1,0,6,0,1,0,0,0,0,0,0,2,0,0,2,46.84,297.57,1,0,49.6,1
1,1,0,1,7,1,2,2,1,1,1,1,1,1,1,1,2,23.38,188.88,1,0,26.98,0
0,1,1,1,71,1,0,1,0,0,0,2,2,0,2,0,2,81.23,5778.15,0,3,81.38,2
0,0,0,1,10,1,0,0,2,0,2,0,0,2,1,1,0,59.91,626.6,1,0,62.66,3
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,22.2,0.27,1,0,0.27,0
0,0,1,1,36,1,0,0,0,0,0,0,0,0,0,1,0,35.64,1278.98,0,2,35.53,0
1,1,1,1,28,1,0,0,0,0,2,0,2,0,0,1,2,50.39,1404.51,1,2,50.16,2
1,0,0,0,3,1,0,1,2,2,2,0,2,2,0,1,2,91.99,252.98,1,0,84.33,5
0,0,1,0,72,1,0,0,0,2,0,2,0,0,0,0,2,58.81,4178.35,0,3,58.03,2
0,0,0,0,22,1,0,0,0,0,0,0,0,2,0,0,2,39.23,883.89,0,1,40.18,1
1,0,1,0,16,1,2,2,1,1,1,1,1,1,0,0,3,20.91,329.88,0,1,20.62,0
1,0,0,1,11,0,1,0,0,0,0,2,2,0,0,0,0,53.12,599.18,0,0,54.47,2
0,1,1,0,54,1,0,0,2,2,0,0,0,2,0,1,1,63.26,3428.01,1,3,63.48,3
0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,1,3,24.04,147.4,0,0,24.57,0
0,0,1,0,8,1,0,1,0,0,0,2,0,2,1,0,2,88.49,726.81,1,0,90.85,2
0,0,1,0,3,1,2,0,0,0,0,2,0,2,0,0,2,49.13,168.82,0,0,56.27,2
1,0,1,1,34,0,1,1,0,0,0,0,0,2,0,0,1,70.89,2391.23,0,2,70.33,1
1,0,0,0,21,1,0,0,0,0,0,2,0,0,0,1,0,50.24,1085.7,0,1,51.7,1
1,0,0,0,22,1,0,1,2,0,0,2,0,0,0,1,1,87.05,1932.39,0,1,87.84,2
0,0,0,1,5,1,2,1,0,2,0,0,2,2,0,1,2,87.19,418.44,1,0,83.69,3
0,0,0,0,25,0,1,2,1,1,1,1,1,1,1,1,2,20.53,500.27,0,2,20.01,0
1,0,1,0,34,0,1,0,2,0,2,0,0,0,0,1,2,61.12,2053.22,0,2,60.39,2
1,0,0,0,10,1,0,1,2,2,0,2,0,0,2,1,1,83.01,842.66,0,0,84.27,3
1,1,1,0,38,1,0,0,0,2,0,2,0,2,0,0,2,65.85,2498.76,1,2,65.76,3
1,1,0,0,10,1,0,1,0,0,0,0,2,0,0,1,0,83.68,786.94,1,0,78.69,1
0,0,1,1,34,1,2,0,2,2,2,0,0,2,2,1,3,64.23,2172.73,0,2,63.9,4
1,0,1,1,0,1,2,1,2,0,2,0,2,0,1,0,3,77.25,0.0,0,0,0.0,3
1,1,1,0,19,1,2,1,2,0,2,2,2,2,1,1,2,95.73,1820.98,0,1,95.84,5
1,0,0,1,72,1,0,2,1,1,1,1,1,1,2,1,0,28.22,2001.06,0,3,27.79,0
1,0,1,0,72,0,1,2,1,1,1,1,1,1,0,1,2,22.47,1620.17,0,3,22.5,0
1,1,0,0,7,1,2,1,0,0,0,0,2,0,2,0,1,68.12,506.85,0,0,72.41,1
1,0,1,1,13,0,1,0,0,0,2,0,2,0,0,1,2,61.35,801.29,1,1,61.64,2
1,0,0,1,1,1,0,1,0,2,0,0,0,0,2,0,2,78.98,90.77,0,0,90.77,1
0,1,0,0,49,1,0,2,1,1,1,1,1,1,0,1,2,25.0,1256.27,0,3,25.64,0
0,0,1,0,20,1,2,0,2,2,0,2,0,2,0,1,1,70.66,1411.31,0,1,70.57,4
0,0,0,0,11,0,1,1,2,0,0,0,0,2,1,1,2,77.29,847.65,0,0,77.06,2
0,0,0,0,2,1,0,0,0,2,2,2,2,2,0,1,3,75.29,157.48,1,0,78.74,5
1,0,0,1,70,1,2,0,0,0,0,0,0,0,0,1,2,41.77,2906.2,0,3,41.52,0
0,0,0,0,18,1,0,0,0,0,0,0,2,0,0,0,2,44.09,779.73,1,1,43.32,1
0,0,0,1,7,1,2,2,1,1,1,1,1,1,1,1,0,18.0,85.22,0,0,12.17,0
1,1,0,0,10,1,0,0,0,2,0,2,0,0,2,0,2,58.46,630.37,0,0,63.04,2
1,0,1,0,7,1,2,0,2,2,2,0,0,0,1,0,0,57.95,422.26,0,0,60.32,3
0,0,0,0,22,1,0,2,1,1,1,1,1,1,2,0,0,27.38,583.41,0,1,26.52,0
0,0,1,0,63,1,0,1,2,2,0,2,2,2,0,1,1,100.57,6356.39,0,3,100.9,5
1,0,1,0,46,1,2,1,0,0,0,0,2,2,0,0,2,83.37,3818.86,0,2,83.02,2
0,0,0,0,14,0,1,0,2,2,0,2,0,0,0,1,3,66.9,937.96,0,1,67.0,3
1,1,1,0,42,1,2,1,2,0,2,0,2,0,1,1,1,79.12,3324.3,0,2,79.15,3
1,1,1,0,13,1,0,0,0,0,2,0,0,2,0,0,0,59.78,768.22,0,1,59.09,2
1,0,0,0,6,1,2,1,2,2,2,0,2,0,0,1,2,92.87,540.96,1,0,90.16,4
1,0,0,0,72,1,0,1,2,0,0,0,0,2,0,0,3,73.63,5325.53,0,3,73.97,2
0,0,0,1,8,1,2,1,0,0,2,0,0,0,1,1,1,71.4,572.89,0,0,71.61,1
1,0,0,1,9,1,0,1,0,2,2,2,0,0,0,1,3,84.21,791.53,1,0,87.95,3
1,0,0,1,72,0,1,2,1,1,1,1,1,1,2,1,1,19.06,1351.5,0,3,18.77,0
0,0,1,0,3,0,1,1,0,0,0,0,2,0,1,1,3,74.79,214.91,0,0,71.64,1
1,1,1,1,34,1,2,1,0,0,0,0,0,0,1,1,2,66.9,2273.69,0,2,66.87,0
0,0,0,0,65,1,0,0,2,2,2,2,2,0,2,1,2,77.4,5053.06,0,3,77.74,5
0,0,1,0,17,1,0,2,1,1,1,1,1,1,0,0,2,18.0,290.22,0,1,17.07,0
0,0,0,1,0,1,0,1,0,2,2,0,2,0,1,0,2,78.98,11.43,0,0,11.43,3
1,0,0,0,11,1,2,1,0,2,0,2,0,2,2,0,1,80.29,890.05,0,0,80.91,3
0,0,1,1,2,1,2,1,2,2,2,0,0,0,1,0,0,81.82,192.21,0,0,96.1,3
0,0,0,0,12,1,0,2,1,1,1,1,1,1,2,1,0,18.0,225.96,0,0,18.83,0
1,0,0,0,37,1,0,2,1,1,1,1,1,1,0,0,0,28.4,1014.87,1,2,27.43,0
0,0,1,0,13,1,2,0,0,0,0,2,2,0,1,1,3,51.71,651.95,0,1,50.15,2
0,0,0,1,13,1,0,1,2,0,0,2,2,2,0,1,2,89.39,1142.8,1,1,87.91,4
0,0,0,0,19,1,2,0,0,2,0,2,0,0,2,0,1,48.69,916.06,0,1,48.21,2
0,0,1,0,20,1,0,0,0,0,2,0,2,0,2,1,3,52.65,1079.49,0,1,53.97,2
0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,3,23.01,1053.16,0,2,22.89,0
1,0,0,0,8,1,0,0,0,0,0,0,2,2,1,1,1,58.4,467.89,0,0,58.49,2
0,0,0,1,41,1,2,0,2,0,0,2,2,0,0,1,3,64.92,2657.22,0,2,64.81,3
0,0,0,0,20,1,2,1,0,2,0,2,0,2,0,1,1,80.01,1610.98,0,1,80.55,3
