customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6906-GKTHX,Male,1,No,No,26,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.46,2094.36,No
8698-QFXGA,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.3,682.89,Yes
3107-BPJTX,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),48.96,53.86,No
4170-QGUPS,Male,0,No,No,42,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),79.31,3282.71,No
7352-LHOKC,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),86.29,662.73,Yes
6598-XRWGW,Female,1,Yes,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.68,34.88,No
2779-JUCBV,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.67,49.14,Yes
5197-SCFNS,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),59.82,333.98,No
5756-TUPWA,Female,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,59.25,241.02,No
5554-JUQZJ,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.12,2657.2,No
3908-FJNGK,Female,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,202.78,Yes
9229-HWNYR,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.06,3413.75,No
4208-DRNEM,Female,0,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),84.07,350.85,Yes
4144-OJRUT,Male,0,No,No,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,91.03,1480.65,Yes
1746-DLDVM,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.81,2049.29,No
5247-GPHOQ,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,81.1,2041.67,No
2352-BFHCB,Male,1,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.5,1912.2,No
9817-NFLHN,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.29,3437.15,No
8784-FLPFN,Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.26,412.83,Yes
3092-HDHXR,Male,0,No,No,16,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.56,1297.08,Yes
1402-KSFSH,Female,0,Yes,Yes,51,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.06,2801.09,No
4988-REWYO,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.61,41.27,Yes
7141-QKFCC,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.32,55.76,No
6550-LIOUH,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),90.05,559.53,No
3150-QDTUJ,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.72,1749.99,No
1994-VFORK,Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,47.29,334.04,No
9841-GTDNL,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),52.36,238.12,No
6552-FUPSD,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),47.02,650.49,No
7774-VWYVT,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.64,570.63,No
3413-ANWDA,Male,0,No,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,40.94,248.12,No
4611-YHMIX,Female,0,No,No,8,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,56.95,446.26,No
6977-DWNAE,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.72,1859.89,No
2225-ZIHMY,Female,0,No,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),61.49,4225.85,No
8855-BVBVT,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.52,2319.19,No
2675-WEJNA,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.21,2210.11,No
9789-YKWEW,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.64,192.51,No
4366-WMWYN,Male,1,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.43,145.8,No
8392-TQOYG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,82.28,1172.88,No
9485-QQVCA,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,90.45,3528.49,Yes
1866-VVEUE,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),90.66,1273.36,No
6552-EWCCI,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.44,811.85,Yes
7809-KZIWS,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,73.88,5341.08,No
9789-WGNQG,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,48.06,60.92,Yes
8307-YIQMC,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.19,32.28,Yes
2999-VAEWG,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.39,162.84,No
3318-EPPEH,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,81.32,876.71,Yes
2039-QDIMW,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),54.5,144.12,No
2091-SXORK,Male,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),87.28,4264.41,No
8809-TMXKO,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),71.43,0.0,No
8103-XJCGR,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.67,168.06,Yes
7589-ZOCSV,Male,1,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),81.38,324.63,No
3044-XFKFJ,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),71.65,4568.3,No
5699-ODTDI,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,98.19,2568.12,Yes
1078-EIXUV,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.12,1362.75,No
2161-TBFJO,Male,1,Yes,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.74,3671.55,Yes
4120-PQURB,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),65.52,1062.44,No
3605-VYDPF,Male,1,No,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.26,419.51,Yes
7885-OZABI,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,75.0,355.03,No
9835-XOTAT,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),83.59,471.77,Yes
6966-HTTOU,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,76.47,2182.18,Yes
4487-YPSAP,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),62.05,22.88,No
1165-LXHJI,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),54.46,88.36,No
5471-HQRUH,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.59,629.13,No
7717-QJWPG,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.48,1484.95,No
3268-ZNAGV,Female,1,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.64,2115.45,No
7787-YTBDD,Female,0,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,221.39,Yes
7536-GEWLT,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,62.32,2436.08,No
7064-DVDFZ,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.53,935.11,Yes
7340-TDTYP,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.82,144.89,Yes
2530-IKLJQ,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),84.08,3191.41,No
7458-XTDQY,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.99,3963.19,No
6467-AIUQL,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),48.15,62.02,Yes
4486-SAOLL,Male,1,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.22,781.62,Yes
1268-COFYC,Female,0,Yes,No,16,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,56.85,945.32,No
5935-RIEYW,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.28,195.84,No
4704-RRSPH,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,58.25,2777.21,No
7267-WGKHE,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.36,413.81,No
6772-JSAYH,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.96,2904.24,No
5112-EZLIH,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,61.65,1625.3,No
5653-FIGGN,Female,1,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.34,1632.58,No
7497-WCISD,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,92.63,461.4,No
3145-ZLBHO,Female,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.26,95.46,Yes
6949-ADPWF,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.35,80.23,No
2532-LIOXB,Female,0,Yes,No,6,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.89,374.43,No
3921-JZVQN,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,153.94,Yes
5850-OOOHZ,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.19,861.45,No
4149-AAQEM,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.12,555.58,No
7326-NTPOI,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,63.43,2082.99,No
9405-UUFRC,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,250.13,No
5562-NYTNO,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.63,1568.45,No
3869-MAWFW,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1294.39,No
1377-SQUVZ,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.89,179.62,No
5862-DHKSH,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,66.23,3103.65,No
8604-IYEKD,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.59,486.66,No
8455-TQWDV,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),85.26,3402.45,No
9671-VKBYP,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.55,872.55,No
4677-ELMBA,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,77.99,1018.44,No
1554-TDYRQ,Female,0,No,Yes,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),51.53,295.78,Yes
9519-KTBXM,Male,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),94.01,100.19,No
5926-MPXAT,Male,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),58.46,1072.07,No
4577-MUAOV,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.52,1733.94,No
6375-HKTPK,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,89.59,2892.22,No
1888-PSAUX,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.94,438.27,Yes
3869-NTJQN,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,65.98,2770.55,Yes
2664-VUUYG,Female,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.44,666.67,No
5478-EDPTQ,Female,0,No,Yes,7,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,61.4,436.74,No
6139-ADLOY,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.07,0.0,Yes
8694-TQJNX,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),51.44,114.54,No
8182-LSMRU,Female,0,Yes,No,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,87.17,4344.24,No
1160-TVGLR,Female,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.1,987.85,Yes
7381-PYLBU,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.53,376.5,Yes
3502-PYOGV,Female,1,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),62.01,491.7,No
8029-PEIJT,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,643.1,No
9189-RQDNQ,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),76.37,5027.2,Yes
5632-MHDBJ,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,3155.81,Yes
2605-FSSWK,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.27,524.85,No
8222-JYFNJ,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,85.2,527.46,Yes
8001-IRMRT,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.55,407.11,Yes
2737-ZJTUS,Male,1,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.54,526.26,Yes
5433-LMDKI,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.82,3323.45,Yes
7811-TKJJQ,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.08,665.42,Yes
5122-JHCOO,Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.56,1049.08,No
3384-UDWWI,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.52,270.83,No
1794-SJNJK,Male,0,Yes,Yes,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,53.9,2230.3,Yes
5096-BRFQX,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,82.54,756.68,Yes
3388-NALWH,Female,1,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.4,1148.44,Yes
5048-BYZRM,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.49,1859.1,No
7238-DXYXD,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.36,53.64,No
2185-BAEFW,Female,0,No,Yes,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,60.55,4288.31,No
8243-CDPHL,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,363.55,No
9004-WZGNS,Male,1,Yes,No,17,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,67.44,1116.37,No
4030-YEUKD,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.29,3674.66,No
8976-HKYXP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.72,3530.47,Yes
1471-XKLNX,Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),44.23,762.39,No
7633-EZHIR,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,87.21,5390.13,No
4288-THGPI,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.97,30.36,No
4974-NYESB,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.24,109.48,No
3775-JRXME,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),39.26,771.7,No
9628-GHPGR,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.13,833.06,Yes
8358-NQWYW,Male,1,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.56,1125.06,No
2303-UVZDW,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.44,144.03,No
3972-GXQVK,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.82,644.95,No
7454-YIPSH,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,764.51,No
9579-ESIEN,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.37,2034.9,Yes
1013-WASRZ,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,68.63,4934.78,No
2481-MNXXR,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.44,836.2,No
1749-XPPVJ,Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,71.56,488.41,No
4444-CTCEJ,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.51,585.0,Yes
9153-EPJDR,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.38,255.16,No
1928-DUYBJ,Male,1,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.88,2844.9,No
5090-WMQHB,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.22,1.84,Yes
3112-TYDEN,Male,1,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,101.29,582.26,No
2293-BZZLB,Female,0,Yes,No,56,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.75,2796.07,No
8276-YVVHS,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.22,2142.38,Yes
5399-VKWAQ,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,133.94,No
6752-ZGAPM,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.39,418.2,Yes
9479-CUXGR,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,850.23,No
9614-WLHUF,Female,1,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,86.3,4541.94,No
4853-TBNCY,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,87.32,599.52,No
6230-RHHFI,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.16,1183.79,Yes
1024-GCPTG,Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.24,2788.95,No
9449-OWDHS,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.74,695.35,No
9810-GAWRD,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.58,840.25,No
9071-SBJDK,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.2,372.39,No
1579-CVZUS,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.03,4624.72,Yes
4865-FXDNP,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,156.15,Yes
6156-DWVWU,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.14,330.37,Yes
9074-PHUWE,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),76.88,2216.12,No
9171-VXCOP,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.64,402.25,No
4865-OGQEH,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.99,4154.59,Yes
4112-ACAPY,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,71.54,163.64,No
